"","row","col","field","x","y","year","aspect_rad","slope","elev","tpi","prec_cy_d","prec_py_d","gdd_cy_d","gdd_py_d","prec_cy_g","prec_py_g","gdd_cy_g","gdd_py_g","ndvi_cy_s","ndvi_py_s","ndvi_2py_s","ndvi_cy_l","ndvi_py_l","ndvi_2py_l","ndre_cy","ndre_py","ndre_2py","cire_cy","cire_py","cire_2py","ssm_cy","ssm_py","susm_cy","susm_py","grtgroup","texture0cm","texture10cm","texture30cm","texture60cm","texture100cm","texture200cm","bulkdensity0cm","bulkdensity10cm","bulkdensity30cm","bulkdensity60cm","bulkdensity100cm","bulkdensity200cm","claycontent0cm","claycontent10cm","claycontent30cm","claycontent60cm","claycontent100cm","claycontent200cm","sandcontent0cm","sandcontent10cm","sandcontent30cm","sandcontent60cm","sandcontent100cm","sandcontent200cm","phw0cm","phw10cm","phw30cm","phw60cm","phw100cm","phw200cm","watercontent0cm","watercontent10cm","watercontent30cm","watercontent60cm","watercontent100cm","watercontent200cm","carboncontent0cm","carboncontent10cm","carboncontent30cm","carboncontent60cm","carboncontent100cm","carboncontent200cm","ndwi_cy_s","ndwi_py_s","ndwi_2py_s","ndwi_cy_l","ndwi_py_l","ndwi_2py_l","aspect_cos","aspect_sin","musym","bulkdensity","claycontent","sandcontent","phw","watercontent","carboncontent","texture","aspect_rad_cent","slope_cent","elev_cent","tpi_cent","prec_cy_d_cent","prec_py_d_cent","gdd_cy_d_cent","gdd_py_d_cent","prec_cy_g_cent","prec_py_g_cent","gdd_cy_g_cent","gdd_py_g_cent","ndvi_cy_s_cent","ndvi_py_s_cent","ndvi_2py_s_cent","ndvi_cy_l_cent","ndvi_py_l_cent","ndvi_2py_l_cent","ndre_cy_cent","ndre_py_cent","ndre_2py_cent","cire_cy_cent","cire_py_cent","cire_2py_cent","ssm_cy_cent","ssm_py_cent","susm_cy_cent","susm_py_cent","bulkdensity0cm_cent","bulkdensity10cm_cent","bulkdensity30cm_cent","bulkdensity60cm_cent","bulkdensity100cm_cent","bulkdensity200cm_cent","claycontent0cm_cent","claycontent10cm_cent","claycontent30cm_cent","claycontent60cm_cent","claycontent100cm_cent","claycontent200cm_cent","sandcontent0cm_cent","sandcontent10cm_cent","sandcontent30cm_cent","sandcontent60cm_cent","sandcontent100cm_cent","sandcontent200cm_cent","phw0cm_cent","phw10cm_cent","phw30cm_cent","phw60cm_cent","phw100cm_cent","phw200cm_cent","watercontent0cm_cent","watercontent10cm_cent","watercontent30cm_cent","watercontent60cm_cent","watercontent100cm_cent","watercontent200cm_cent","carboncontent0cm_cent","carboncontent10cm_cent","carboncontent30cm_cent","carboncontent60cm_cent","carboncontent100cm_cent","carboncontent200cm_cent","ndwi_cy_s_cent","ndwi_py_s_cent","ndwi_2py_s_cent","ndwi_cy_l_cent","ndwi_py_l_cent","ndwi_2py_l_cent","aspect_cos_cent","aspect_sin_cent","bulkdensity_cent","claycontent_cent","sandcontent_cent","phw_cent","watercontent_cent","carboncontent_cent","WHC","id","aa_n","yld","pro","NR"
"1.11",125,59,1,639575.883207024,5101810.12931206,2021,1.7802359,3,1282.6486,0.7072754,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.0989011,0.7253045,0.67981756,0.16449754,0.6691998,0.6845948,-0.0016352201,-0.027404433,0.0055828867,0.14049977,3.0968075,2.3310165,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.89570856,0.5711645,0.91120565,0.5116438,0.82481426,0.81673884,-0.20791174,0.97814757,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-1.03891697618358,0.0276917118512783,16.7682652207591,0.179461262826762,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,-0.00134919108036405,0.113420409670798,-0.0169549432881487,0.0209081572184353,0.0421098094074361,-0.114517874992254,0.00177614267732436,-0.0147486181761619,-0.00440878153182301,0.0089516787391557,1.02675074189388,-0.179385127846631,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.011027932612316,0.0369890734674671,-0.00644592744965145,-0.102982231384586,0.00689133890201399,0.0230069339969016,0.512548860525055,0.73357456348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,54.784250309913,13.9019001501625,186.752747908571
"1.12",127,58,1,639565.883207024,5101830.12931206,2021,1.5184364,2,1283.0945,0.59265137,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.10830325,0.69212854,0.64355963,0.14554186,0.7205943,0.7490331,-0.005438436,-0.022629036,0.02018403,0.17014518,3.023687,2.41578,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.8886169,0.55021095,0.89482236,0.61994326,0.83196366,0.82366455,0.052335974,0.9986295,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-1.30071647618358,-0.972308288148722,17.214165220759,0.0648372328267622,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.00805295891963595,0.0802444496707978,-0.0532128732881487,0.00195247721843531,0.0935043094074361,-0.050079574992254,-0.00202707322267564,-0.00997322117616189,0.010192361768177,0.0385970887391557,0.95363024189388,-0.0946216278466308,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00393627261231611,0.0160355234674671,-0.0228292174496514,0.00531722861541439,0.014040738902014,0.0299326439969017,0.772796574525055,0.75405649348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,50.1878017409078,13.9713021678846,153.074482443791
"1.13",120,57,1,639555.883207024,5101760.12931206,2021,1.8151424,4,1280.9669,0.5246582,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.09385965,0.6609541,0.7491896,0.14733414,0.7304114,0.8108378,-0.0040056696,-0.016207833,0.012272316,0.14031972,3.2548597,3.216698,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.8866642,0.6821666,0.93964297,0.6106005,0.832463,0.8085554,-0.24192187,0.9702957,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-1.00401047618358,1.02769171185128,15.086565220759,-0.00315593717323781,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,-0.00639064108036405,0.0490700096707978,0.0524170967118512,0.00374475721843531,0.103321409407436,0.011725125007746,-0.000594306822675639,-0.00355201817616189,0.00228064776817699,0.00877162873915571,1.18480294189388,0.70629637215337,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00198357261231608,0.147991173467467,0.0219913925503485,-0.00402553138458561,0.0145400789020139,0.0148234939969016,0.478538730525055,0.72572269348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"High",13,80,49.6976528036369,13.899051589604,149.506258120772
"1.14",127,56,1,639545.883207024,5101830.12931206,2021,1.9547688,3,1283.718,0.35327148,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.09709544,0.65312284,0.6916478,0.14554186,0.7205943,0.7490331,-0.004069238,-0.0168,0.008272786,0.12527865,2.100983,2.4279475,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.88462484,0.53085357,0.9088889,0.61994326,0.83196366,0.82366455,-0.3746066,0.92718387,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.864384076183578,0.0276917118512783,17.8376652207592,-0.174542657173238,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,-0.00315485108036405,0.0412387496707978,-0.00512470328814874,0.00195247721843531,0.0935043094074361,-0.050079574992254,-0.000657875222675639,-0.00414418517616189,-0.001718882231823,-0.00626944126084431,0.0309262418938805,-0.0824541278466304,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,-5.57873876839699e-05,-0.00332185653253292,-0.00876267744965142,0.00531722861541439,0.014040738902014,0.0299326439969017,0.345854000525055,0.68261086348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,47.6225358819077,13.7517318350477,134.316088632331
"1.15",127,57,1,639555.883207024,5101830.12931206,2021,1.6929693,3,1283.388,0.61376953,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.103432804,0.6742884,0.68100685,0.14554186,0.7205943,0.7490331,-0.0038670695,-0.0060189166,0.013439448,0.14045936,2.7288306,2.2060344,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.8852459,0.53366107,0.8984789,0.61994326,0.83196366,0.82366455,-0.12186929,0.99254614,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-1.12618357618358,0.0276917118512783,17.507665220759,0.0859553928267622,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.00318251291963595,0.0624043096707978,-0.0157656532881487,0.00195247721843531,0.0935043094074361,-0.050079574992254,-0.000455706722675639,0.00663689822383811,0.00344777976817699,0.00891126873915571,0.658773841893881,-0.304367227846631,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.000565272612316092,-0.000514356532532956,-0.0191726774496515,0.00531722861541439,0.014040738902014,0.0299326439969017,0.598591310525055,0.74797313348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,48.1512897311994,13.9596104454636,138.166795685515
"1.16",121,60,1,639585.883207024,5101770.12931206,2021,3.1241393,4,1280.4583,0.6496582,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.09600863,0.611072,0.6390433,0.14191708,0.71355605,0.7385977,-0.004361843,-0.013157895,0.008093623,0.14111812,2.8978174,2.674753,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.892706,0.5227802,0.90605885,0.57490605,0.82204634,0.8191925,-0.9998477,0.017452458,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,0.304986423816422,1.02769171185128,14.5779652207591,0.121844062826762,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,-0.00424166108036406,-0.000812090329202264,-0.0577292032881488,-0.00167230278156469,0.0864660594074361,-0.060514974992254,-0.000950480222675639,-0.000502080176161889,-0.00189804523182301,0.00957002873915572,0.827760641893881,0.164351372153369,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00802537261231606,-0.0113952265325329,-0.0115927274496515,-0.0397199813845857,0.00412341890201395,0.0254605939969016,-0.279387099474945,-0.22712054851837,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,43.2158857813333,13.5857162082937,102.000966146876
"1.17",120,60,1,639585.883207024,5101760.12931206,2021,2.984513,4,1279.626,0.49169922,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.11968777,0.6758782,0.69786096,0.14191708,0.71355605,0.7385977,-0.0026548672,0.0089451205,0.007427678,0.16612378,3.6013825,3.188324,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.89225847,0.57580996,0.9197432,0.57490605,0.82204634,0.8191925,-0.98768836,0.15643445,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,0.165360123816422,1.02769171185128,13.7456652207591,-0.0361149171732378,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.0194374789196359,0.0639941096707978,0.0010884567118512,-0.00167230278156469,0.0864660594074361,-0.060514974992254,0.000756495577324361,0.0216009353238381,-0.00256399023182301,0.0345756887391557,1.53132574189388,0.67792237215337,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00757784261231609,0.041634533467467,0.00209162255034856,-0.0397199813845857,0.00412341890201395,0.0254605939969016,-0.267227759474945,-0.0881385565183697,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,45.1064816412396,13.480377604761,115.782774806163
"1.18",122,60,1,639585.883207024,5101780.12931206,2021,3.1241393,3,1281.1356,0.7406006,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.098716244,0.64346594,0.63972735,0.14807892,0.6976171,0.72875816,-0.004361843,-0.013157895,0.008093623,0.14111812,2.8978174,2.674753,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.89161325,0.50553024,0.90528274,0.57267725,0.82083476,0.81979716,-0.9998477,0.017452458,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,0.304986423816422,0.0276917118512783,15.2552652207592,0.212786462826762,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,-0.00153404708036406,0.0315818496707978,-0.0570451532881488,0.00448953721843531,0.0705271094074361,-0.070354514992254,-0.000950480222675639,-0.000502080176161889,-0.00189804523182301,0.00957002873915572,0.827760641893881,0.164351372153369,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00693262261231609,-0.0286451865325329,-0.0123688374496514,-0.0419487813845856,0.00291183890201396,0.0260652539969016,-0.279387099474945,-0.22712054851837,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,43.8610165497499,13.7412054344436,106.770226919086
"1.19",123,59,1,639575.883207024,5101790.12931206,2021,2.86234,4,1281.9365,0.72314453,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.10184997,0.6944574,0.6613016,0.14807892,0.6976171,0.72875816,-0.005524862,-0.020877857,0.011441648,0.1315307,2.635838,2.028157,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.8708636,0.53430533,0.9068109,0.57267725,0.82083476,0.81979716,-0.9612617,0.27563736,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,0.0431871238164216,1.02769171185128,16.0561652207591,0.195330392826762,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.00159967891963594,0.0825733096707978,-0.0354709032881487,0.00448953721843531,0.0705271094074361,-0.070354514992254,-0.00211349922267564,-0.00822204217616189,0.00144997976817699,-1.73912608442961e-05,0.565781241893881,-0.48224462784663,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,-0.013817027387684,0.000129903467467107,-0.0108406774496514,-0.0419487813845856,0.00291183890201396,0.0260652539969016,-0.240801099474945,0.0310643534816303,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,47.0782193493839,13.6860344643088,130.317307626465
"1.20",123,56,1,639545.883207024,5101790.12931206,2021,2.6703537,4,1282.155,0.28405762,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.09611184,0.6308194,0.7520226,0.14436764,0.7212946,0.78627247,-0.0062111802,-0.0031615323,0.0040270616,0.121585906,2.0879025,3.0646951,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.884653,0.68329453,0.8999058,0.61396617,0.8320742,0.8152174,-0.89100647,0.45399058,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.148799176183578,1.02769171185128,16.2746652207591,-0.243756517173238,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,-0.00413845108036405,0.0189353096707978,0.0552500967118512,0.000778257218435302,0.0942046094074361,-0.012840204992254,-0.00279981742267564,0.00949428252383811,-0.00596460663182301,-0.0099621852608443,0.0178457418938809,0.554293472153369,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,-2.7627387683915e-05,0.149119103467467,-0.0177457774496514,-0.000659861384585625,0.014151278902014,0.0214854939969016,-0.170545869474945,0.20941757348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,48.216721131991,13.6005612770622,138.622387364265
"1.21",126,56,1,639545.883207024,5101820.12931206,2021,2.1642082,3,1283.4801,0.3857422,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.1021748,0.6261114,0.6957584,0.14554186,0.7205943,0.7490331,-0.0077745384,-0.010473659,0.004716196,0.12871726,2.091316,2.842297,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.8904941,0.55794066,0.9246182,0.61994326,0.83196366,0.82366455,-0.55919284,0.8290376,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.654944676183578,0.0276917118512783,17.5997652207591,-0.142071937173238,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.00192450891963594,0.0142273096707978,-0.00101410328814877,0.00195247721843531,0.0935043094074361,-0.050079574992254,-0.00436317562267564,0.00218215582383811,-0.00527547223182301,-0.0028308312608443,0.0212592418938806,0.331895372153369,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00581347261231602,0.0237652334674671,0.00696662255034852,0.00531722861541439,0.014040738902014,0.0299326439969017,0.161267760525055,0.58446459348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,47.7651037708035,13.6647096223055,135.340686122789
"1.22",124,57,1,639555.883207024,5101800.12931206,2021,2.7052603,3,1282.7423,0.59375,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.10398981,0.6494649,0.7066608,0.14436764,0.7212946,0.78627247,-0.0028105679,-0.012091179,0.010502066,0.12766904,2.7832818,2.5932202,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.88289297,0.6330067,0.9205435,0.61396617,0.8320742,0.8152174,-0.90630776,0.42261833,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.113892576183579,0.0276917118512783,16.861965220759,0.0659358628267622,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.00373951891963595,0.0375808096707978,0.00988829671185121,0.000778257218435302,0.0942046094074361,-0.012840204992254,0.000600794877324361,0.00056463582383811,0.000510397768176994,-0.00387905126084429,0.713225041893881,0.0828185721533696,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,-0.00178765738768394,0.0988312734674671,0.00289192255034854,-0.000659861384585625,0.014151278902014,0.0214854939969016,-0.185847159474945,0.17804532348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,48.2315816709494,13.6616854125991,138.755397497368
