"","row","col","field","x","y","year","aspect_rad","slope","elev","tpi","prec_cy_d","prec_py_d","gdd_cy_d","gdd_py_d","prec_cy_g","prec_py_g","gdd_cy_g","gdd_py_g","ndvi_cy_s","ndvi_py_s","ndvi_2py_s","ndvi_cy_l","ndvi_py_l","ndvi_2py_l","ndre_cy","ndre_py","ndre_2py","cire_cy","cire_py","cire_2py","ssm_cy","ssm_py","susm_cy","susm_py","grtgroup","texture0cm","texture10cm","texture30cm","texture60cm","texture100cm","texture200cm","bulkdensity0cm","bulkdensity10cm","bulkdensity30cm","bulkdensity60cm","bulkdensity100cm","bulkdensity200cm","claycontent0cm","claycontent10cm","claycontent30cm","claycontent60cm","claycontent100cm","claycontent200cm","sandcontent0cm","sandcontent10cm","sandcontent30cm","sandcontent60cm","sandcontent100cm","sandcontent200cm","phw0cm","phw10cm","phw30cm","phw60cm","phw100cm","phw200cm","watercontent0cm","watercontent10cm","watercontent30cm","watercontent60cm","watercontent100cm","watercontent200cm","carboncontent0cm","carboncontent10cm","carboncontent30cm","carboncontent60cm","carboncontent100cm","carboncontent200cm","ndwi_cy_s","ndwi_py_s","ndwi_2py_s","ndwi_cy_l","ndwi_py_l","ndwi_2py_l","aspect_cos","aspect_sin","musym","bulkdensity","claycontent","sandcontent","phw","watercontent","carboncontent","texture","aspect_rad_cent","slope_cent","elev_cent","tpi_cent","prec_cy_d_cent","prec_py_d_cent","gdd_cy_d_cent","gdd_py_d_cent","prec_cy_g_cent","prec_py_g_cent","gdd_cy_g_cent","gdd_py_g_cent","ndvi_cy_s_cent","ndvi_py_s_cent","ndvi_2py_s_cent","ndvi_cy_l_cent","ndvi_py_l_cent","ndvi_2py_l_cent","ndre_cy_cent","ndre_py_cent","ndre_2py_cent","cire_cy_cent","cire_py_cent","cire_2py_cent","ssm_cy_cent","ssm_py_cent","susm_cy_cent","susm_py_cent","bulkdensity0cm_cent","bulkdensity10cm_cent","bulkdensity30cm_cent","bulkdensity60cm_cent","bulkdensity100cm_cent","bulkdensity200cm_cent","claycontent0cm_cent","claycontent10cm_cent","claycontent30cm_cent","claycontent60cm_cent","claycontent100cm_cent","claycontent200cm_cent","sandcontent0cm_cent","sandcontent10cm_cent","sandcontent30cm_cent","sandcontent60cm_cent","sandcontent100cm_cent","sandcontent200cm_cent","phw0cm_cent","phw10cm_cent","phw30cm_cent","phw60cm_cent","phw100cm_cent","phw200cm_cent","watercontent0cm_cent","watercontent10cm_cent","watercontent30cm_cent","watercontent60cm_cent","watercontent100cm_cent","watercontent200cm_cent","carboncontent0cm_cent","carboncontent10cm_cent","carboncontent30cm_cent","carboncontent60cm_cent","carboncontent100cm_cent","carboncontent200cm_cent","ndwi_cy_s_cent","ndwi_py_s_cent","ndwi_2py_s_cent","ndwi_cy_l_cent","ndwi_py_l_cent","ndwi_2py_l_cent","aspect_cos_cent","aspect_sin_cent","bulkdensity_cent","claycontent_cent","sandcontent_cent","phw_cent","watercontent_cent","carboncontent_cent","WHC","id","aa_n","yld","pro","NR"
"1.29",119,59,1,639575.883207024,5101750.12931206,2021,2.1293018,4,1279.4823,0.34631348,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.11302106,0.70970654,0.75327253,0.14191708,0.71355605,0.7385977,-0.0026548672,0.0089451205,0.007427678,0.16612378,3.6013825,3.188324,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.88596267,0.68472785,0.9328859,0.57490605,0.82204634,0.8191925,-0.5299193,0.84804803,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.689851076183579,1.02769171185128,13.601965220759,-0.181500657173238,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.012770768919636,0.0978224496707978,0.0565000267118513,-0.00167230278156469,0.0864660594074361,-0.060514974992254,0.000756495577324361,0.0216009353238381,-0.00256399023182301,0.0345756887391557,1.53132574189388,0.67792237215337,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00128204261231601,0.150552423467467,0.0152343225503486,-0.0397199813845857,0.00412341890201395,0.0254605939969016,0.190541300525055,0.60347502348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,52.1150641932291,13.6537801675665,167.188485974019
"1.30",121,59,1,639575.883207024,5101770.12931206,2021,2.984513,4,1280.4755,0.3170166,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.102111906,0.7064722,0.69931155,0.14191708,0.71355605,0.7385977,-0.004361843,-0.013157895,0.008093623,0.14111812,2.8978174,2.674753,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.88269794,0.58751357,0.93022025,0.57490605,0.82204634,0.8191925,-0.98768836,0.15643445,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,0.165360123816422,1.02769171185128,14.5951652207591,-0.210797537173238,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.00186161491963595,0.0945881096707978,0.00253904671185123,-0.00167230278156469,0.0864660594074361,-0.060514974992254,-0.000950480222675639,-0.000502080176161889,-0.00189804523182301,0.00957002873915572,0.827760641893881,0.164351372153369,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,-0.00198268738768392,0.0533381434674671,0.0125686725503485,-0.0397199813845857,0.00412341890201395,0.0254605939969016,-0.267227759474945,-0.0881385565183697,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,47.458433285677,13.4053787638954,132.939713782293
"1.31",120,58,1,639565.883207024,5101760.12931206,2021,2.1816616,3,1280.1263,0.23583984,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.10787172,0.72776526,0.7567728,0.14733414,0.7304114,0.8108378,-0.0026548672,0.0089451205,0.007427678,0.16612378,3.6013825,3.188324,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.8893575,0.69247365,0.93232065,0.6106005,0.832463,0.8085554,-0.57357645,0.819152,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.637491276183579,0.0276917118512783,14.245965220759,-0.291974297173238,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.00762142891963595,0.115881169670798,0.0600002967118513,0.00374475721843531,0.103321409407436,0.011725125007746,0.000756495577324361,0.0216009353238381,-0.00256399023182301,0.0345756887391557,1.53132574189388,0.67792237215337,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00467687261231609,0.158298223467467,0.0146690725503486,-0.00402553138458561,0.0145400789020139,0.0148234939969016,0.146884150525055,0.57457899348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"High",13,80,54.4903116117202,13.9178081868484,184.596357835035
"1.32",120,59,1,639575.883207024,5101760.12931206,2021,2.565634,3,1279.8573,0.23339844,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.1044711,0.72571945,0.7423715,0.14191708,0.71355605,0.7385977,-0.0026548672,0.0089451205,0.007427678,0.16612378,3.6013825,3.188324,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.887459,0.6682612,0.93865865,0.57490605,0.82204634,0.8191925,-0.83867055,0.54463905,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.253518876183578,0.0276917118512783,13.976965220759,-0.294415697173238,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.00422080891963594,0.113835359670798,0.0455989967118512,-0.00167230278156469,0.0864660594074361,-0.060514974992254,0.000756495577324361,0.0216009353238381,-0.00256399023182301,0.0345756887391557,1.53132574189388,0.67792237215337,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00277837261231606,0.134085773467467,0.0210070725503486,-0.0397199813845857,0.00412341890201395,0.0254605939969016,-0.118209949474945,0.30006604348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,51.2420983753422,13.5567552055621,160.749697638375
"1.33",117,59,1,639575.883207024,5101730.12931206,2021,1.9373155,5,1278.9143,0.6303711,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.09768036,0.7676117,0.75245345,0.15584128,0.7276613,0.7804981,-0.0055390955,0.027423883,0.009558674,0.14509805,3.25,2.8258889,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.88645965,0.6805897,0.9398281,0.56122965,0.8308751,0.81367993,-0.35836795,0.93358046,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.881837376183579,2.02769171185128,13.033965220759,0.102556962826762,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,-0.00256993108036406,0.155727609670798,0.0556809467118512,0.0122518972184353,0.100571309407436,-0.0186145749922541,-0.00212773272267564,0.0400796978238381,-0.000432994231823006,0.0135499587391557,1.17994324189388,0.315487272153369,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00177902261231611,0.146414273467467,0.0221765225503486,-0.0533963813845856,0.0129521789020139,0.0199480239969017,0.362092650525055,0.68900745348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,52.7789499966994,13.935038056139,172.059993470169
"1.34",118,58,1,639565.883207024,5101740.12931206,2021,1.850049,4,1279.6598,0.49206543,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.11158252,0.7081468,0.75195354,0.1533361,0.75607777,0.84462,-0.0055390955,0.027423883,0.009558674,0.14509805,3.25,2.8258889,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.887839,0.6792208,0.9398108,0.58794606,0.82647187,0.805073,-0.27563736,0.9612617,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.969103876183578,1.02769171185128,13.779465220759,-0.0357487071732378,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.011332228919636,0.0962627096707978,0.0551810367118513,0.00974671721843531,0.128987779407436,0.045507325007746,-0.00212773272267564,0.0400796978238381,-0.000432994231823006,0.0135499587391557,1.17994324189388,0.315487272153369,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00315837261231611,0.145045373467467,0.0221592225503485,-0.0266799713845856,0.00854894890201397,0.0113410939969016,0.444823240525055,0.71668869348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"High",13,80,54.3857003801682,14.0084168041089,183.795547447963
"1.35",118,59,1,639575.883207024,5101740.12931206,2021,1.9722221,4,1279.1743,0.48986816,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.10155921,0.7311734,0.75471324,0.15584128,0.7276613,0.7804981,-0.0055390955,0.027423883,0.009558674,0.14509805,3.25,2.8258889,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.8839954,0.6927861,0.93520516,0.56122965,0.8308751,0.81367993,-0.39073116,0.92050487,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.846930776183578,1.02769171185128,13.293965220759,-0.0379459771732378,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.00130891891963594,0.119289309670798,0.0579407367118512,0.0122518972184353,0.100571309407436,-0.0186145749922541,-0.00212773272267564,0.0400796978238381,-0.000432994231823006,0.0135499587391557,1.17994324189388,0.315487272153369,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,-0.000685227387683951,0.158610673467467,0.0175535825503486,-0.0533963813845856,0.0129521789020139,0.0199480239969017,0.329729440525055,0.67593186348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,52.9522471414702,13.7840893894082,173.347313121745
"1.36",126,57,1,639555.883207024,5101820.12931206,2021,2.1642082,3,1283.4801,0.61499023,16.82,446.05,NA,NA,65.5,397.9,146.3999,2345.3,0.101599656,0.6438421,0.6816123,0.14554186,0.7205943,0.7490331,0.00068969844,-0.010804049,0.009657343,0.15680212,2.6012146,2.3543308,9.512972,11.190966,62.879086,82.84801,272,7,7,4,4,7,7,146,148,150,152,153,153,26,27,30,30,27,26,26,27,30,30,27,26,6.9,6.9,7,7.3,7.4,7.5,23,23,23,23,23,22,3,2,2,1,1,NA,0.8904276,0.48241854,0.90967095,0.61994326,0.83196366,0.82366455,-0.55919284,0.8290376,71,150.333333333333,27.6666666666667,27.6666666666667,7.16666666666667,22.8333333333333,1.8,7,-0.654944676183578,0.0276917118512783,17.5997652207591,0.0871760928267622,0,0.670782339271909,NA,NA,0.662587141750578,-1.67761425251746,-1.58599959721147,-13.8579395817196,0.00134936491963594,0.0319580096707978,-0.0151602032881488,0.00195247721843531,0.0935043094074361,-0.050079574992254,0.00410106121732436,0.00185176582383811,-0.000334325231823005,0.0252540287391557,0.531157841893881,-0.156070827846631,0,0,0,0,0.29395817195973,0.759101471727348,-2.81003098373353,-3.55809450038728,-2.99961270333074,-3.10553834237027,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-1.29705654531371,-1.29589465530596,-1.07900852052672,0.476374903175834,-0.582300542215336,0.365608055770721,-0.428330751355538,-0.47356700232378,-0.555635166537567,-0.416789310611929,-0.407068164213787,-0.354705654531371,0.201781564678544,0.282339271882261,-0.357087529047249,0.101084430673897,0.498257164988381,-0.053834237025562,0.685902401239349,-0.127420604182804,0.289116963594113,0,0,NA,0.00574697261231605,-0.0517568865325329,-0.00798062744965145,0.00531722861541439,0.014040738902014,0.0299326439969017,0.161267760525055,0.58446459348163,-1.90336948102245,-0.568712884069196,-0.568712884069196,-0.439349341595662,0.112090111025044,0.250555125225923,"Medium",13,80,48.8009631914703,13.7942825015191,142.948868382627
